YEAR,A_TEAM_NO,B_TEAM_NO,A_TEAM,B_TEAM,CURRENT_ROUND,FAVORED_TEAM_SR,SPREAD,SPREAD_RAW,OVER_UNDER
2014,418,441,Saint Louis,Louisville,32,Louisville,-10.0,Louisville -10,133.5
2014,413,437,Tennessee,Mercer,32,Tennessee,-8.0,Tennessee -8,130.5
2014,412,436,Texas,Michigan,32,Michigan,-5.0,Michigan -5,141.0
2014,443,441,Kentucky,Louisville,16,Louisville,-4.5,Louisville -4.5,139.0
2014,413,436,Tennessee,Michigan,16,Michigan,-2.5,Michigan -2.5,136.0
2014,443,436,Kentucky,Michigan,8,Kentucky,-2.5,Kentucky -2.5,140.5
2014,441,440,Louisville,Manhattan,64,Albany (NY),-2.0,Albany (NY) -2,140.0
2014,451,467,Florida,Albany,64,Florida,-22.0,Florida -22,120.5
2014,458,421,Colorado,Pittsburgh,64,Pittsburgh,-6.5,Pittsburgh -6.5,126.5
2014,408,415,VCU,Stephen F. Austin,64,Virginia Commonwealth,-6.0,Virginia Commonwealth -6,134.0
2014,409,410,UCLA,Tulsa,64,UCLA,-8.5,UCLA -8.5,146.5
2014,425,455,Ohio St.,Dayton,64,Ohio State,-6.5,Ohio State -6.5,131.0
2014,414,404,Syracuse,Western Michigan,64,Syracuse,-13.0,Syracuse -13,127.5
2014,431,416,New Mexico,Stanford,64,New Mexico,-4.5,New Mexico -4.5,135.5
2014,445,452,Kansas,Eastern Kentucky,64,Kansas,-13.0,Kansas -13,152.5
2014,451,421,Florida,Pittsburgh,32,Florida,-5.5,Florida -5.5,123.5
2014,415,409,Stephen F. Austin,UCLA,32,UCLA,-9.5,UCLA -9.5,142.0
2014,455,414,Dayton,Syracuse,32,Syracuse,-8.5,Syracuse -8.5,130.5
2014,416,445,Stanford,Kansas,32,Kansas,-7.0,Kansas -7,144.0
2014,451,409,Florida,UCLA,16,Florida,-5.0,Florida -5,139.5
2014,455,416,Dayton,Stanford,16,Stanford,-3.5,Stanford -3.5,133.0
2014,451,455,Florida,Dayton,8,Florida,-10.0,Florida -10,134.5
2014,465,405,Arizona,Weber St.,64,Arizona,-20.0,Arizona -20,126.5
2014,424,426,Oklahoma,North Dakota St.,64,Oklahoma,-3.5,Oklahoma -3.5,151.5
2014,417,430,San Diego St.,New Mexico St.,64,San Diego State,-8.5,San Diego State -8.5,123.5
2014,463,432,Baylor,Nebraska,64,Baylor,-4.0,Baylor -4,130.0
2014,456,442,Creighton,Louisiana Lafayette,64,Creighton,-13.5,Creighton -13.5,155.0
2014,422,462,Oregon,BYU,64,Oregon,-5.0,Oregon -5,157.0
2014,402,466,Wisconsin,American,64,Wisconsin,-14.0,Wisconsin -14,120.0
2014,465,449,Arizona,Gonzaga,32,Arizona,-7.5,Arizona -7.5,128.5
2014,426,417,North Dakota St.,San Diego St.,32,San Diego State,-4.0,San Diego State -4,125.5
2014,463,456,Baylor,Creighton,32,Creighton,-3.5,Creighton -3.5,142.0
2014,422,402,Oregon,Wisconsin,32,Wisconsin,-6.0,Wisconsin -6,146.5
2014,465,417,Arizona,San Diego St.,16,Arizona,-7.5,Arizona -7.5,120.5
2014,463,402,Baylor,Wisconsin,16,Wisconsin,-4.0,Wisconsin -4,136.0
2014,465,402,Arizona,Wisconsin,8,Arizona,-3.0,Arizona -3,133.0
2014,451,457,Florida,Connecticut,4,Florida,-7.0,Florida -7,127.0
2014,402,443,Wisconsin,Kentucky,4,Kentucky,-1.0,Kentucky -1,138.0
2014,457,443,Connecticut,Kentucky,2,Kentucky,-2.5,Kentucky -2.5,135.0
2015,475,509,Villanova,Lafayette,64,Villanova,-22.0,Villanova -22,145.0
2015,496,469,Northern Iowa,Wyoming,64,Northern Iowa,-6.5,Northern Iowa -6.5,110.5
2015,508,480,Louisville,UC Irvine,64,Louisville,-8.5,Louisville -8.5,123.0
2015,490,523,Providence,Dayton,64,Providence,-3.0,Providence -3,130.0
2015,493,535,Oklahoma,Albany,64,Oklahoma,-13.0,Oklahoma -13,131.5
2015,504,519,Michigan St.,Georgia,64,Michigan State,-6.0,Michigan State -6,127.0
2015,474,531,Virginia,Belmont,64,Virginia,-16.5,Virginia -16.5,122.0
2015,475,500,Villanova,North Carolina St.,32,Villanova,-9.5,Villanova -9.5,139.0
2015,496,508,Northern Iowa,Louisville,32,Northern Iowa,-2.5,Northern Iowa -2.5,119.0
2015,523,493,Dayton,Oklahoma,32,Oklahoma,-4.0,Oklahoma -4,129.5
2015,504,474,Michigan St.,Virginia,32,Virginia,-4.5,Virginia -4.5,117.5
2015,500,508,North Carolina St.,Louisville,16,Louisville,-2.5,Louisville -2.5,129.0
2015,493,504,Oklahoma,Michigan St.,16,Michigan State,-1.5,Michigan State -1.5,137.0
2015,508,504,Louisville,Michigan St.,8,Michigan State,-2.5,Michigan State -2.5,127.5
2015,510,516,Kentucky,Hampton,64,Kentucky,-35.0,Kentucky -35,134.5
2015,526,489,Cincinnati,Purdue,64,Cincinnati,-1.5,Cincinnati -1.5,117.0
2015,473,529,West Virginia,Buffalo,64,West Virginia,-4.5,West Virginia -4.5,149.0
2015,505,477,Maryland,Valparaiso,64,Maryland,-5.5,Maryland -5.5,123.5
2015,528,483,Butler,Texas,64,Texas,-2.5,Texas -2.5,124.0
2015,495,497,Notre Dame,Northeastern,64,Notre Dame,-12.0,Notre Dame -12,142.5
2015,472,514,Wichita St.,Indiana,64,Wichita State,-6.5,Wichita State -6.5,140.5
2015,511,502,Kansas,New Mexico St.,64,Kansas,-9.5,Kansas -9.5,132.5
2015,510,526,Kentucky,Cincinnati,32,Kentucky,-16.0,Kentucky -16,122.0
2015,473,505,West Virginia,Maryland,32,West Virginia,-1.5,West Virginia -1.5,136.5
2015,528,495,Butler,Notre Dame,32,Notre Dame,-4.5,Notre Dame -4.5,136.0
2015,472,511,Wichita St.,Kansas,32,Kansas,-1.0,Kansas -1,134.0
2015,510,473,Kentucky,West Virginia,16,Kentucky,-13.0,Kentucky -13,135.5
2015,495,472,Notre Dame,Wichita St.,16,Wichita State,-2.0,Wichita State -2,138.5
2015,510,495,Kentucky,Notre Dame,8,Kentucky,-11.0,Kentucky -11,138.5
2015,522,488,Duke,Robert Morris,64,Duke,-22.5,Duke -22.5,143.5
2015,487,485,San Diego St.,St. John's,64,San Diego State,-4.5,San Diego State -4.5,123.0
2015,478,484,Utah,Stephen F. Austin,64,Utah,-6.5,Utah -6.5,131.0
2015,520,521,Georgetown,Eastern Washington,64,Georgetown,-8.0,Georgetown -8,148.5
2015,486,479,SMU,UCLA,64,Southern Methodist,-4.0,Southern Methodist -4,132.5
2015,513,524,Iowa,Davidson,64,Iowa,-2.5,Iowa -2.5,145.5
2015,517,499,Gonzaga,North Dakota St.,64,Gonzaga,-17.5,Gonzaga -17.5,129.5
2015,522,487,Duke,San Diego St.,32,Duke,-9.5,Duke -9.5,131.0
2015,478,520,Utah,Georgetown,32,Utah,-4.5,Utah -4.5,125.5
2015,479,481,UCLA,UAB,32,UCLA,-5.5,UCLA -5.5,135.0
2015,513,517,Iowa,Gonzaga,32,Gonzaga,-6.0,Gonzaga -6,138.0
2015,522,478,Duke,Utah,16,Duke,-5.0,Duke -5,133.0
2015,479,517,UCLA,Gonzaga,16,Gonzaga,-8.5,Gonzaga -8.5,144.5
2015,522,517,Duke,Gonzaga,8,Duke,-1.5,Duke -1.5,145.0
2015,471,525,Wisconsin,Coastal Carolina,64,Wisconsin,-20.5,Wisconsin -20.5,131.0
2015,491,492,Oregon,Oklahoma St.,64,Oregon,-1.0,Oregon -1,138.0
2015,533,470,Arkansas,Wofford,64,Arkansas,-7.5,Arkansas -7.5,136.5
2015,501,515,North Carolina,Harvard,64,North Carolina,-10.0,North Carolina -10,138.0
2015,468,503,Xavier,Mississippi,64,Xavier,-2.0,Xavier -2,144.5
2015,532,518,Baylor,Georgia St.,64,Baylor,-9.5,Baylor -9.5,125.5
2015,476,494,VCU,Ohio St.,64,Ohio State,-3.5,Ohio State -3.5,137.5
2015,534,482,Arizona,Texas Southern,64,Arizona,-23.5,Arizona -23.5,134.5
2015,471,491,Wisconsin,Oregon,32,Wisconsin,-12.5,Wisconsin -12.5,143.5
2015,533,501,Arkansas,North Carolina,32,North Carolina,-5.0,North Carolina -5,158.0
2015,468,518,Xavier,Georgia St.,32,Xavier,-6.0,Xavier -6,132.0
2015,494,534,Ohio St.,Arizona,32,Arizona,-10.0,Arizona -10,140.0
2015,471,501,Wisconsin,North Carolina,16,Wisconsin,-6.5,Wisconsin -6.5,145.0
2015,468,534,Xavier,Arizona,16,Arizona,-11.5,Arizona -11.5,139.0
2015,471,534,Wisconsin,Arizona,8,Arizona,-1.5,Arizona -1.5,132.0
2015,504,522,Michigan St.,Duke,4,Duke,-5.5,Duke -5.5,138.0
2015,510,471,Kentucky,Wisconsin,4,Kentucky,-4.5,Kentucky -4.5,131.5
2015,471,522,Wisconsin,Duke,2,Wisconsin,-1.0,Wisconsin -1,140.0
2016,570,589,North Carolina,Florida Gulf Coast,64,North Carolina,-23.5,North Carolina -23.5,150.0
2016,547,563,USC,Providence,64,Providence,-2.5,Providence -2.5,151.0
2016,582,596,Indiana,Chattanooga,64,Indiana,-10.5,Indiana -10.5,148.5
2016,577,556,Kentucky,Stony Brook,64,Kentucky,-13.5,Kentucky -13.5,144.0
2016,568,573,Notre Dame,Michigan,64,Notre Dame,-3.0,Notre Dame -3,143.5
2016,540,557,West Virginia,Stephen F. Austin,64,West Virginia,-7.0,West Virginia -7,145.5
2016,538,564,Wisconsin,Pittsburgh,64,Wisconsin,-1.0,Wisconsin -1,130.0
2016,537,541,Xavier,Weber St.,64,Xavier,-13.5,Xavier -13.5,147.5
2016,570,563,North Carolina,Providence,32,North Carolina,-11.5,North Carolina -11.5,152.5
2016,582,577,Indiana,Kentucky,32,Kentucky,-4.0,Kentucky -4,157.0
2016,568,557,Notre Dame,Stephen F. Austin,32,Notre Dame,-2.0,Notre Dame -2,140.0
2016,538,537,Wisconsin,Xavier,32,Xavier,-5.0,Xavier -5,137.0
2016,570,582,North Carolina,Indiana,16,North Carolina,-5.5,North Carolina -5.5,158.0
2016,568,538,Notre Dame,Wisconsin,16,Notre Dame,-1.5,Notre Dame -1.5,132.0
2016,570,568,North Carolina,Notre Dame,8,North Carolina,-9.5,North Carolina -9.5,154.0
2016,542,585,Virginia,Hampton,64,Virginia,-23.0,Virginia -23,130.0
2016,551,599,Texas Tech,Butler,64,Butler,-3.5,Butler -3.5,143.0
2016,562,576,Purdue,Little Rock,64,Purdue,-8.0,Purdue -8,127.5
2016,579,581,Iowa St.,Iona,64,Iowa State,-6.5,Iowa State -6.5,165.5
2016,560,587,Seton Hall,Gonzaga,64,Gonzaga,-2.0,Gonzaga -2,146.0
2016,546,588,Utah,Fresno St.,64,Utah,-8.5,Utah -8.5,138.5
2016,592,555,Dayton,Syracuse,64,Syracuse,-1.0,Syracuse -1,129.0
2016,572,571,Michigan St.,Middle Tennessee,64,Michigan State,-16.5,Michigan State -16.5,142.0
2016,542,599,Virginia,Butler,32,Virginia,-8.5,Virginia -8.5,130.5
2016,576,579,Little Rock,Iowa St.,32,Iowa State,-6.0,Iowa State -6,144.5
2016,587,546,Gonzaga,Utah,32,Gonzaga,-1.0,Gonzaga -1,137.5
2016,555,571,Syracuse,Middle Tennessee,32,Syracuse,-6.0,Syracuse -6,129.5
2016,542,579,Virginia,Iowa St.,16,Virginia,-6.5,Virginia -6.5,140.5
2016,587,555,Gonzaga,Syracuse,16,Gonzaga,-4.0,Gonzaga -4,135.5
2016,542,555,Virginia,Syracuse,8,Virginia,-8.0,Virginia -8,122.5
2016,578,602,Kansas,Austin Peay,64,Kansas,-24.5,Kansas -24.5,151.0
2016,594,593,Colorado,Connecticut,64,Connecticut,-4.0,Connecticut -4,131.0
2016,575,559,Maryland,South Dakota St.,64,Maryland,-9.0,Maryland -9,142.5
2016,597,584,California,Hawaii,64,California,-6.0,California -6,139.5
2016,603,539,Arizona,Wichita St.,64,Arizona,-1.0,Arizona -1,136.5
2016,574,600,Miami FL,Buffalo,64,Miami (FL),-14.5,Miami (FL) -14.5,148.0
2016,580,554,Iowa,Temple,64,Iowa,-7.0,Iowa -7,139.5
2016,543,549,Villanova,UNC Asheville,64,Villanova,-18.0,Villanova -18,142.5
2016,578,593,Kansas,Connecticut,32,Kansas,-7.5,Kansas -7.5,140.0
2016,575,584,Maryland,Hawaii,32,Maryland,-7.5,Maryland -7.5,144.0
2016,539,574,Wichita St.,Miami FL,32,Wichita State,-2.0,Wichita State -2,129.0
2016,580,543,Iowa,Villanova,32,Villanova,-6.5,Villanova -6.5,146.0
2016,578,575,Kansas,Maryland,16,Kansas,-5.5,Kansas -5.5,143.5
2016,574,543,Miami FL,Villanova,16,Villanova,-4.0,Villanova -4,140.0
2016,578,543,Kansas,Villanova,8,Kansas,-2.0,Kansas -2,145.0
2016,566,583,Oregon,Holy Cross,64,Oregon,-23.0,Oregon -23,134.5
2016,561,595,Saint Joseph's,Cincinnati,64,Cincinnati,-3.5,Cincinnati -3.5,136.5
2016,601,536,Baylor,Yale,64,Baylor,-5.5,Baylor -5.5,136.5
2016,591,548,Duke,UNC Wilmington,64,Duke,-10.0,Duke -10,154.0
2016,553,569,Texas,Northern Iowa,64,Texas,-3.0,Texas -3,126.0
2016,552,586,Texas A&M,Green Bay,64,Texas A&M,-13.0,Texas A&M -13,153.0
2016,565,544,Oregon St.,VCU,64,Virginia Commonwealth,-4.5,Virginia Commonwealth -4.5,141.5
2016,566,561,Oregon,Saint Joseph's,32,Oregon,-7.0,Oregon -7,156.6
2016,536,591,Yale,Duke,32,Duke,-6.5,Duke -6.5,148.5
2016,569,552,Northern Iowa,Texas A&M,32,Texas A&M,-7.0,Texas A&M -7,130.0
2016,544,567,VCU,Oklahoma,32,Oklahoma,-6.5,Oklahoma -6.5,147.0
2016,566,591,Oregon,Duke,16,Oregon,-3.5,Oregon -3.5,156.0
2016,552,567,Texas A&M,Oklahoma,16,Oklahoma,-2.5,Oklahoma -2.5,145.0
2016,566,567,Oregon,Oklahoma,8,Oregon,-1.0,Oregon -1,153.5
2016,570,555,North Carolina,Syracuse,4,North Carolina,-10.0,North Carolina -10,142.5
2016,543,567,Villanova,Oklahoma,4,Villanova,-2.5,Villanova -2.5,144.0
2016,543,570,Villanova,North Carolina,2,North Carolina,-2.0,North Carolina -2,149.5
2017,612,642,Villanova,Mount St. Mary's,64,Villanova,-25.0,Villanova -25,131.5
2017,605,610,Wisconsin,Virginia Tech,64,Wisconsin,-6.0,Wisconsin -6,136.0
2017,611,617,Virginia,UNC Wilmington,64,Virginia,-7.5,Virginia -7.5,134.0
2017,661,662,Florida,East Tennessee St.,64,Florida,-9.5,Florida -9.5,148.0
2017,624,616,SMU,USC,64,Southern Methodist,-7.5,Southern Methodist -7.5,141.0
2017,669,640,Baylor,New Mexico St.,64,Baylor,-11.5,Baylor -11.5,135.0
2017,623,649,South Carolina,Marquette,64,,,South Carolina PK,143.5
2017,663,620,Duke,Troy,64,Duke,-19.5,Duke -19.5,155.5
2017,612,605,Villanova,Wisconsin,32,Villanova,-5.5,Villanova -5.5,133.5
2017,611,661,Virginia,Florida,32,Florida,-1.5,Florida -1.5,126.0
2017,616,669,USC,Baylor,32,Baylor,-5.5,Baylor -5.5,142.0
2017,623,663,South Carolina,Duke,32,Duke,-6.5,Duke -6.5,145.5
2017,605,661,Wisconsin,Florida,16,Florida,-1.0,Florida -1,131.0
2017,669,623,Baylor,South Carolina,16,Baylor,-3.0,Baylor -3,135.5
2017,661,623,Florida,South Carolina,8,Florida,-3.0,Florida -3,136.0
2017,654,619,Kansas,UC Davis,64,Kansas,-23.0,Kansas -23,144.0
2017,647,645,Miami FL,Michigan St.,64,Miami (FL),-2.0,Miami (FL) -2,127.0
2017,656,641,Iowa St.,Nevada,64,Iowa State,-6.0,Iowa State -6,157.0
2017,628,613,Purdue,Vermont,64,Purdue,-8.5,Purdue -8.5,134.5
2017,665,627,Creighton,Rhode Island,64,Rhode Island,-2.0,Rhode Island -2,144.0
2017,631,657,Oregon,Iona,64,Oregon,-15.5,Oregon -15.5,157.0
2017,646,632,Michigan,Oklahoma St.,64,Michigan,-2.5,Michigan -2.5,155.0
2017,650,655,Louisville,Jacksonville St.,64,Louisville,-18.5,Louisville -18.5,133.0
2017,654,645,Kansas,Michigan St.,32,Kansas,-8.0,Kansas -8,149.0
2017,656,628,Iowa St.,Purdue,32,Purdue,-1.0,Purdue -1,154.5
2017,627,631,Rhode Island,Oregon,32,Oregon,-5.0,Oregon -5,144.5
2017,646,650,Michigan,Louisville,32,Louisville,-3.0,Louisville -3,142.5
2017,654,628,Kansas,Purdue,16,Kansas,-5.5,Kansas -5.5,155.5
2017,631,646,Oregon,Michigan,16,,,Oregon PK,148.0
2017,654,631,Kansas,Oregon,8,Kansas,-6.5,Kansas -6.5,158.0
2017,638,621,North Carolina,Texas Southern,64,North Carolina,-26.5,North Carolina -26.5,157.0
2017,670,625,Arkansas,Seton Hall,64,,,Arkansas PK,147.0
2017,643,644,Minnesota,Middle Tennessee,64,Middle Tennessee,-1.5,Middle Tennessee -1.5,137.5
2017,667,606,Butler,Winthrop,64,Butler,-10.5,Butler -10.5,145.0
2017,666,653,Cincinnati,Kansas St.,64,Cincinnati,-3.0,Cincinnati -3,130.0
2017,618,652,UCLA,Kent St.,64,UCLA,-19.5,UCLA -19.5,163.5
2017,664,607,Dayton,Wichita St.,64,Wichita State,-6.5,Wichita State -6.5,144.0
2017,651,635,Kentucky,Northern Kentucky,64,Kentucky,-20.0,Kentucky -20,155.0
2017,638,670,North Carolina,Arkansas,32,North Carolina,-11.5,North Carolina -11.5,165.5
2017,644,667,Middle Tennessee,Butler,32,Butler,-2.5,Butler -2.5,139.0
2017,666,618,Cincinnati,UCLA,32,UCLA,-4.0,UCLA -4,153.5
2017,638,667,North Carolina,Butler,16,North Carolina,-7.0,North Carolina -7,155.0
2017,618,651,UCLA,Kentucky,16,UCLA,-1.5,UCLA -1.5,167.5
2017,638,651,North Carolina,Kentucky,8,North Carolina,-2.0,North Carolina -2,161.0
2017,658,622,Gonzaga,South Dakota St.,64,Gonzaga,-23.5,Gonzaga -23.5,157.0
2017,634,615,Northwestern,Vanderbilt,64,Vanderbilt,-2.0,Vanderbilt -2,130.0
2017,633,630,Notre Dame,Princeton,64,Notre Dame,-6.0,Notre Dame -6,133.5
2017,608,668,West Virginia,Bucknell,64,West Virginia,-13.5,West Virginia -13.5,148.0
2017,648,604,Maryland,Xavier,64,Maryland,-2.0,Maryland -2,142.0
2017,659,660,Florida St.,Florida Gulf Coast,64,Florida State,-11.5,Florida State -11.5,149.0
2017,626,614,Saint Mary's,VCU,64,Saint Mary's (CA),-4.0,Saint Mary's (CA) -4,128.5
2017,671,636,Arizona,North Dakota,64,Arizona,-18.0,Arizona -18,147.0
2017,658,634,Gonzaga,Northwestern,32,Gonzaga,-10.5,Gonzaga -10.5,140.5
2017,633,608,Notre Dame,West Virginia,32,West Virginia,-2.5,West Virginia -2.5,150.0
2017,604,659,Xavier,Florida St.,32,Florida State,-7.5,Florida State -7.5,154.0
2017,626,671,Saint Mary's,Arizona,32,Arizona,-5.0,Arizona -5,137.0
2017,658,608,Gonzaga,West Virginia,16,Gonzaga,-3.0,Gonzaga -3,150.0
2017,604,671,Xavier,Arizona,16,Arizona,-7.5,Arizona -7.5,145.0
2017,658,604,Gonzaga,Xavier,8,Gonzaga,-8.5,Gonzaga -8.5,145.5
2017,623,658,South Carolina,Gonzaga,4,Gonzaga,-6.5,Gonzaga -6.5,138.0
2017,631,638,Oregon,North Carolina,4,North Carolina,-4.5,North Carolina -4.5,153.5
2017,658,638,Gonzaga,North Carolina,2,North Carolina,-1.0,North Carolina -1,154.5
2018,678,695,Villanova,Radford,64,Villanova,-22.5,Villanova -22.5,138.5
2018,676,739,Virginia Tech,Alabama,64,Virginia Tech,-3.0,Virginia Tech -3,141.0
2018,675,706,West Virginia,Murray St.,64,West Virginia,-10.0,West Virginia -10,145.5
2018,674,712,Wichita St.,Marshall,64,Wichita State,-13.5,Wichita State -13.5,166.5
2018,724,690,Florida,St. Bonaventure,64,Florida,-6.0,Florida -6,143.0
2018,682,689,Texas Tech,Stephen F. Austin,64,Texas Tech,-11.0,Texas Tech -11,137.0
2018,736,732,Arkansas,Butler,64,Butler,-2.0,Butler -2,150.5
2018,696,731,Purdue,Cal St. Fullerton,64,Purdue,-20.5,Purdue -20.5,145.0
2018,678,739,Villanova,Alabama,32,Villanova,-11.5,Villanova -11.5,149.5
2018,675,712,West Virginia,Marshall,32,West Virginia,-12.5,West Virginia -12.5,156.0
2018,724,682,Florida,Texas Tech,32,Texas Tech,-1.5,Texas Tech -1.5,133.5
2018,732,696,Butler,Purdue,32,Purdue,-4.0,Purdue -4,144.5
2018,678,675,Villanova,West Virginia,16,Villanova,-5.5,Villanova -5.5,153.0
2018,682,696,Texas Tech,Purdue,16,Purdue,-2.0,Purdue -2,138.0
2018,678,682,Villanova,Texas Tech,8,Villanova,-6.5,Villanova -6.5,146.0
2018,718,698,Kansas,Penn,64,Kansas,-14.0,Kansas -14,146.0
2018,692,701,Seton Hall,North Carolina St.,64,Seton Hall,-3.5,Seton Hall -3.5,158.0
2018,729,704,Clemson,New Mexico St.,64,Clemson,-3.5,Clemson -3.5,133.0
2018,735,728,Auburn,College of Charleston,64,Auburn,-9.0,Auburn -9,148.0
2018,687,688,TCU,Syracuse,64,TCU,-4.5,TCU -4.5,135.5
2018,709,734,Michigan St.,Bucknell,64,Michigan State,-14.5,Michigan State -14.5,150.5
2018,694,699,Rhode Island,Oklahoma,64,Rhode Island,-1.5,Rhode Island -1.5,158.5
2018,725,719,Duke,Iona,64,Duke,-21.0,Duke -21,160.0
2018,718,692,Kansas,Seton Hall,32,Kansas,-5.0,Kansas -5,154.5
2018,729,735,Clemson,Auburn,32,Auburn,-1.5,Auburn -1.5,146.5
2018,688,709,Syracuse,Michigan St.,32,Michigan State,-10.0,Michigan State -10,126.0
2018,694,725,Rhode Island,Duke,32,Duke,-9.5,Duke -9.5,148.5
2018,718,729,Kansas,Clemson,16,Kansas,-5.0,Kansas -5,144.0
2018,688,725,Syracuse,Duke,16,Duke,-11.0,Duke -11,131.5
2018,718,725,Kansas,Duke,8,Duke,-3.5,Duke -3.5,156.5
2018,677,680,Virginia,UMBC,64,Virginia,-20.5,Virginia -20.5,119.5
2018,727,717,Creighton,Kansas St.,64,Creighton,-2.5,Creighton -2.5,144.5
2018,716,726,Kentucky,Davidson,64,Kentucky,-4.5,Kentucky -4.5,141.0
2018,738,733,Arizona,Buffalo,64,Arizona,-9.0,Arizona -9,157.5
2018,711,713,Miami FL,Loyola Chicago,64,Miami (FL),-1.5,Miami (FL) -1.5,133.5
2018,686,673,Tennessee,Wright St.,64,Tennessee,-11.5,Tennessee -11.5,129.5
2018,705,685,Nevada,Texas,64,,,Nevada PK,143.5
2018,730,722,Cincinnati,Georgia St.,64,Cincinnati,-14.0,Cincinnati -14,130.0
2018,680,717,UMBC,Kansas St.,32,Kansas State,-10.0,Kansas State -10,136.5
2018,716,733,Kentucky,Buffalo,32,Kentucky,-5.5,Kentucky -5.5,154.5
2018,713,686,Loyola Chicago,Tennessee,32,Tennessee,-5.0,Tennessee -5,131.0
2018,705,730,Nevada,Cincinnati,32,Cincinnati,-8.5,Cincinnati -8.5,140.0
2018,717,716,Kansas St.,Kentucky,16,Kentucky,-5.5,Kentucky -5.5,137.0
2018,713,705,Loyola Chicago,Nevada,16,Nevada,-1.5,Nevada -1.5,144.5
2018,717,713,Kansas St.,Loyola Chicago,8,Kansas State,-1.5,Kansas State -1.5,126.0
2018,672,683,Xavier,Texas Southern,64,Xavier,-19.5,Xavier -19.5,160.5
2018,708,723,Missouri,Florida St.,64,Florida State,-1.0,Florida State -1,146.5
2018,700,691,Ohio St.,South Dakota St.,64,Ohio State,-7.5,Ohio State -7.5,148.5
2018,721,679,Gonzaga,UNC Greensboro,64,Gonzaga,-12.5,Gonzaga -12.5,135.5
2018,720,693,Houston,San Diego St.,64,Houston,-4.5,Houston -4.5,140.5
2018,710,707,Michigan,Montana,64,Michigan,-10.5,Michigan -10.5,134.0
2018,684,697,Texas A&M,Providence,64,Texas A&M,-2.5,Texas A&M -2.5,138.5
2018,703,715,North Carolina,Lipscomb,64,North Carolina,-22.0,North Carolina -22,166.0
2018,672,723,Xavier,Florida St.,32,Xavier,-6.0,Xavier -6,157.5
2018,700,721,Ohio St.,Gonzaga,32,Gonzaga,-4.5,Gonzaga -4.5,143.5
2018,720,710,Houston,Michigan,32,Michigan,-4.0,Michigan -4,135.0
2018,684,703,Texas A&M,North Carolina,32,North Carolina,-7.5,North Carolina -7.5,151.5
2018,723,721,Florida St.,Gonzaga,16,Gonzaga,-6.0,Gonzaga -6,153.5
2018,710,684,Michigan,Texas A&M,16,Michigan,-2.5,Michigan -2.5,136.5
2018,723,710,Florida St.,Michigan,8,Michigan,-4.5,Michigan -4.5,145.0
2018,678,718,Villanova,Kansas,4,Villanova,-5.0,Villanova -5,154.5
2018,713,710,Loyola Chicago,Michigan,4,Michigan,-5.5,Michigan -5.5,129.0
2018,710,678,Michigan,Villanova,2,Villanova,-6.5,Villanova -6.5,144.5
2019,798,768,Duke,North Dakota St.,64,Duke,-27.5,Duke -27.5,149.5
2019,748,750,VCU,UCF,64,UCF,-1.5,UCF -1.5,126.5
2019,775,784,Mississippi St.,Liberty,64,Mississippi State,-7.0,Mississippi State -7,132.5
2019,744,759,Virginia Tech,Saint Louis,64,Virginia Tech,-10.0,Virginia Tech -10,125.5
2019,780,803,Maryland,Belmont,64,Maryland,-3.0,Maryland -3,151.0
2019,782,740,LSU,Yale,64,Louisiana State,-7.0,Louisiana State -7,157.0
2019,783,777,Louisville,Minnesota,64,Louisville,-5.0,Louisville -5,137.0
2019,778,802,Michigan St.,Bradley,64,Michigan State,-18.0,Michigan State -18,134.5
2019,798,750,Duke,UCF,32,Duke,-13.5,Duke -13.5,142.0
2019,784,744,Liberty,Virginia Tech,32,Virginia Tech,-9.5,Virginia Tech -9.5,127.0
2019,780,782,Maryland,LSU,32,Louisiana State,-3.0,Louisiana State -3,147.0
2019,777,778,Minnesota,Michigan St.,32,Michigan State,-10.5,Michigan State -10.5,138.5
2019,798,744,Duke,Virginia Tech,16,Duke,-7.0,Duke -7,143.0
2019,782,778,LSU,Michigan St.,16,Michigan State,-6.0,Michigan State -6,148.0
2019,798,778,Duke,Michigan St.,8,Duke,-2.5,Duke -2.5,149.0
2019,770,790,North Carolina,Iona,64,North Carolina,-24.5,North Carolina -24.5,166.5
2019,749,743,Utah St.,Washington,64,Utah State,-3.5,Utah State -3.5,136.0
2019,805,771,Auburn,New Mexico St.,64,Auburn,-6.0,Auburn -6,145.5
2019,788,765,Iowa St.,Ohio St.,64,Iowa State,-5.0,Iowa State -5,140.5
2019,791,793,Houston,Georgia St.,64,Houston,-12.5,Houston -12.5,145.5
2019,741,757,Wofford,Seton Hall,64,Wofford,-3.5,Wofford -3.5,145.0
2019,785,807,Kentucky,Abilene Christian,64,Kentucky,-20.0,Kentucky -20,132.0
2019,770,743,North Carolina,Washington,32,North Carolina,-11.5,North Carolina -11.5,152.0
2019,805,787,Auburn,Kansas,32,Auburn,-2.0,Auburn -2,147.5
2019,765,791,Ohio St.,Houston,32,Houston,-6.5,Houston -6.5,132.5
2019,741,785,Wofford,Kentucky,32,Kentucky,-5.5,Kentucky -5.5,139.5
2019,770,805,North Carolina,Auburn,16,North Carolina,-5.5,North Carolina -5.5,163.5
2019,791,785,Houston,Kentucky,16,Kentucky,-2.0,Kentucky -2,135.0
2019,805,785,Auburn,Kentucky,8,Kentucky,-4.5,Kentucky -4.5,142.0
