YEAR,A_TEAM_NO,B_TEAM_NO,A_TEAM,B_TEAM,CURRENT_ROUND,FAVORED_TEAM_SR,SPREAD,SPREAD_RAW,OVER_UNDER
2025,1119,1134,Louisville,Creighton,64,Louisville,-3.5,Louisville -3.5,145.5
2025,1114,1089,Michigan,UC San Diego,64,Michigan,-1.5,Michigan -1.5,144.5
2025,1092,1080,Texas A&M,Yale,64,Texas A&M,-7.5,Texas A&M -7.5,141.5
2025,1112,1104,Mississippi,North Carolina,64,North Carolina,-1.5,North Carolina -1.5,155.5
2025,1124,1120,Iowa St.,Lipscomb,64,Iowa State,-14.5,Iowa State -14.5,143.5
2025,1118,1106,Marquette,New Mexico,64,Marquette,-4.5,Marquette -4.5,153.5
2025,1113,1139,Michigan St.,Bryant,64,Michigan State,-18.5,Michigan State -18.5,152.5
2025,1141,1134,Auburn,Creighton,32,Auburn,-8.5,Auburn -8.5,148.5
2025,1114,1092,Michigan,Texas A&M,32,Texas A&M,-2.5,Texas A&M -2.5,143.5
2025,1112,1124,Mississippi,Iowa St.,32,Iowa State,-5.5,Iowa State -5.5,144.5
2025,1106,1113,New Mexico,Michigan St.,32,Michigan State,-6.5,Michigan State -6.5,148.5
2025,1141,1114,Auburn,Michigan,16,Auburn,-9.5,Auburn -9.5,155.5
2025,1112,1113,Mississippi,Michigan St.,16,Michigan State,-3.5,Michigan State -3.5,144.5
2025,1141,1113,Auburn,Michigan St.,8,Auburn,-5.5,Auburn -5.5,147.5
2025,1131,1105,Florida,Norfolk St.,64,Florida,-28.5,Florida -28.5,154.5
2025,1135,1103,Connecticut,Oklahoma,64,Connecticut,-6.5,Connecticut -6.5,147.5
2025,1115,1136,Memphis,Colorado St.,64,Colorado State,-1.5,Colorado State -1.5,148.5
2025,1117,1128,Maryland,Grand Canyon,64,Maryland,-8.5,Maryland -8.5,150.5
2025,1110,1133,Missouri,Drake,64,Missouri,-5.5,Missouri -5.5,133.5
2025,1091,1087,Texas Tech,UNC Wilmington,64,Texas Tech,-15.5,Texas Tech -15.5,143.5
2025,1123,1142,Kansas,Arkansas,64,Kansas,-5.5,Kansas -5.5,146.5
2025,1095,1107,St. John's,Nebraska Omaha,64,St. John's (NY),-19.5,St. John's (NY) -19.5,150.5
2025,1131,1135,Florida,Connecticut,32,Florida,-9.5,Florida -9.5,150.5
2025,1136,1117,Colorado St.,Maryland,32,Maryland,-8.5,Maryland -8.5,142.5
2025,1133,1091,Drake,Texas Tech,32,Texas Tech,-7.5,Texas Tech -7.5,125.5
2025,1142,1095,Arkansas,St. John's,32,St. John's (NY),-7.5,St. John's (NY) -7.5,146.5
2025,1131,1117,Florida,Maryland,16,Florida,-6.5,Florida -6.5,156.5
2025,1091,1142,Texas Tech,Arkansas,16,Texas Tech,-5.5,Texas Tech -5.5,149.5
2025,1131,1091,Florida,Texas Tech,8,Florida,-6.5,Florida -6.5,158.5
2025,1132,1126,Duke,Houston,4,Duke,-4.5,Duke -4.5,137.5
2025,1141,1131,Auburn,Florida,4,Florida,-2.5,Florida -2.5,158.5
2025,1131,1126,Florida,Houston,2,Florida,-1.5,Florida -1.5,141.5
